id,docente,autor_principal,ano,titulo,tipo_producao,revista_ou_veiculo,editora,cidade,isbn_issn,doi,url,indexacao,jif_jcr_2025,quartil_jcr_2025,pontuacao,observacoes
323,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, J. I. V",2023,"Content Validation and Inter-rater Reliability of a Protocol for The Precision Assessment of Boccia Players. JOURNAL OF HUMAN SPORT AND EXERCISE, v. 18, p. 964-973, 2023",artigo,JOURNAL OF HUMAN SPORT AND EXERCISE,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
324,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, J. I. V",2021,"Reprodutibilidade teste-reteste de uma bateria de avaliação motora para jogadores de bocha paralímpica. Revista Andaluza de Medicina Del Deporte, v. 14, p. 70, 2021",artigo,Revista Andaluza de Medicina Del Deporte,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
325,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, J. I. V",2023,"A ADIPOSIDADE CORPORAL E A AMPLITUDE ARTICULAR DE OMBROS PODEM INFLUENCIAR NO DESEMPENHO DA FORÇA EXPLOSIVA DOS MEMBROS SUPERIORES EM LANÇADORES PARALÍMPICOS?. Revista da Associação Brasileira de Atividade Motora Adaptada, v. 24, p. 188-201, 2023",artigo,Revista da Associação Brasileira de Atividade Motora Adaptada,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
326,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, J. I. V",2023,"Para Powerlifting Performance: A Systematic Review. INTERNATIONAL JOURNAL OF SPORTS MEDICINE, p. 1-9, 2023",artigo,,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
327,Saulo Fernandes Melo de Oliveira,"Oliveira, José Igor Vasconcelos",2021,"Protocolo para avaliação da precisão de jogadores de bocha paralímpica. REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (ONLINE), v. 27, p. 616-620, 2021",artigo,REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (ONLINE),,,,,,,,,,origem=planilha_nova | sincronizado_revisao
328,Saulo Fernandes Melo de Oliveira,"Oliveira, José Igor Vasconcelos",2021,Impacts of home-based physical exercises on the health of people with spinal cord injury: a systematic review,artigo,REVISTA BRASILEIRA DE ATIVIDADE FÍSICA E SAÚDE,,,23171634,10.12820/rbafs.30e0411,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
329,Vilde Gomes de Menezes,"Oliveira, José Vanbaster",2023,Educação física e cibercultura em Escolas de Referência em Ensino Médio (EREM) da região metropolitana do Recife -PE,artigo,,,,25954377,10.22456/2595-4377.134181,,,,,,origem=planilha_nova | sincronizado_revisao
330,Rafael dos Santos Henrique,"OLIVEIRA, M. N. S",2021,"Anthropometric variables, propulsive force and biological maturation: A mediation analysis in young swimmers. European Journal of Sport Science, v. 21, p. 507-514, 2021",artigo,European Journal of Sport Science,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
331,Daniel da Rocha Queiroz,"OLIVEIRA, MARIANA",2021,"Anthropometric variables, propulsive force and biological maturation: A mediation analysis in young swimmers. European Journal of Sport Science, v. 21, p. 507-514, 2021",artigo,European Journal of Sport Science,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
332,Melissa Leandro Celestino,"OLIVEIRA, N. S",2025,Gender Gap in Gross Motor Coordination among Low-Income Brazilian Children,artigo,Vulnerable Children and Youth Studies (Print),,,17450128,10.1080/17450128.2025.2575325,,Web of Science (JCR); Scopus (SJR),0.9,Q3,90,origem=planilha_nova | sincronizado_revisao
333,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, S. F. M",2022,"Heart rate, oxygen uptake, and energy expenditure response of an SL3 class parabadminton athlete to a progressive test and simulated training session: a case study. Applied Physiology Nutrition and Metabolism, p. 1-5, 2022",artigo,,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
334,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, S. F. M",2025,Effects of wheelchair sports practice on body composition of people with spinal cord injury,artigo,Revista Brasileira de Cineantropometria e Desempenho Humano,,,19800037,10.1590/1980-0037.2025v27e89829,,Scopus (SJR),,,90,origem=planilha_revisada
335,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, S. F. M",2024,"Physiological and metabolic responses of Parabadminton athletes to field simulated effort. THE JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS, v. 1, p. 1-9, 2024",artigo,THE JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,,,18271928,10.23736/S0022-4707.25.16698-X,,Web of Science (JCR); Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
336,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, SAULO F. M",2025,"Muscle activation in wheelchair Parabadminton: Effects of intensity and racket use. JOURNAL OF SPINAL CORD MEDICINE, p. 1-10, 2025",artigo,,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
337,Saulo Fernandes Melo de Oliveira,"OLIVEIRA, Saulo",2025,Change of direction profile in parabadminton: the role of impairment type and anthropometric factors,artigo,Advances in Rehabilitation,,,17344948,10.5114/areh.2025.153216,,Scopus (SJR),,,90,origem=planilha_revisada
338,Lucas Eduardo Rodrigues dos Santos,"ORDÔNIO, TAYRINE FIGUEIRA",2021,"The Relevance of a Physical Active Lifestyle and Physical Fitness on Immune Defense: Mitigating Disease Burden, With Focus on COVID-19 Consequences. Frontiers in Immunology, v. 12, p. 1, 2021",artigo,Frontiers in Immunology,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
339,Rafael dos Santos Henrique,"PACHECO, A. L. G",2024,"The Similarity degree of the anthropometric and body compo-sition variables of Brazilian and Mozambican schoolchildren: a new approach using Smoothed Jaccard Index Surface. Children-Basel, v. 11, p. 804, 2024",artigo,Children-Basel,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
340,Rafael dos Santos Henrique,"PACHECO, A. L. G",2026,Error reduction as a calibration strategy for body composition measurements: A comparison between bioelectrical impedance analysis and dual-energy X-ray absorption,artigo,CLINICAL NUTRITION ESPEN,,,24054577,10.1016/j.clnesp.2025.11.163,,Web of Science (JCR); Scopus (SJR),2.6,Q3,90,origem=planilha_revisada
341,Pedro Pinheiro Paes Neto,"PAES, P. P",2025,"P.; CAMAROTTI JUNIOR, F",capitulo,Ejercicio salud y sociedad: una mirada mutidisciplinar,,,9791370062781,,,,,,45,origem=planilha_nova | sincronizado_revisao
342,Pedro Pinheiro Paes Neto,"PAES, P. P",2026,University sports practice and its influence on sleep pattern,artigo,Sport Mont,,,14517485,10.26773/smj,,Scopus (SJR),,,90,origem=planilha_revisada
343,Pedro Pinheiro Paes Neto,"PAES, PEDRO P",2026,"PAES, PEDRO P",capitulo,,,,,,,,,,45,origem=planilha_nova | sincronizado_revisao
344,Vilde Gomes de Menezes,"Paes, Pedro Pinheiro",2021,"Plan de estudios de los cursos de educación física en Brasil y la formación de profesionales en el perfil de los gestores deportivos. Revista peruana de atividade física e ciências do esporte, v. 08, p. 1297-1306, 2021",artigo,Revista peruana de atividade física e ciências do esporte,,,12971306,,,,,,,origem=planilha_nova | sincronizado_revisao
345,Pedro Pinheiro Paes Neto,"PAES, PEDRO PINHEIRO",2025,"A influência da atividade física na saúde mental de escolares de 08 a 12 anos de idade: um estudo transversal. CUADERNOS DE EDUCACIÓN Y DESARROLLO, v. 17, p. e8392, 2025",artigo,CUADERNOS DE EDUCACIÓN Y DESARROLLO,,,19894155,10.55905/cuadv17n4-164,,,,,,origem=planilha_nova | sincronizado_revisao
346,Vilde Gomes de Menezes,"PEDROZA JUNIOR, E. T",2022,"História de vida de ex-jogadores profissionais de futebol em Pernambuco: sonho e influência parental. Revista Brasileira de Educação Física e Esporte, v. 36, p. 1-8, 2022",artigo,Revista Brasileira de Educação Física e Esporte,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
347,Tony Meireles dos Santos,"PERRIER-MELO, RAPHAEL J",2021,"Effect of active versus passive recovery on performance-related outcome during high-intensity interval exercise. JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS, v. 61, p. 562-570, 2021",artigo,JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
348,Clarice Maria de Lucena Martins,"PESSOA, M.L.F",2023,"A six-month multicomponent intervention improves Down syndrome adolescents? physical fitness. SCIENCE & SPORTS, v. 38, p. 96-101, 2023",artigo,SCIENCE & SPORTS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
349,Paulo Felipe Ribeiro Bandeira,"PESSOA, MARIA LUIZA FELIX",2022,"A six-month multicomponent intervention improves Down syndrome adolescents? physical fitness. SCIENCE & SPORTS, v. 38, p. 1, 2022",artigo,SCIENCE & SPORTS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
350,Pedro Pinheiro Paes Neto,"PINHEIRO PAES, PEDRO",2021,"Plan de estudios de los cursos de educación física en Brasil y la formación de profesionales en el perfil de los gestores deportivos. Revista Peruana de la Actividad Fisica y del Deporte, v. 1, p. 1297, 2021",artigo,Revista Peruana de la Actividad Fisica y del Deporte,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
351,Bruno Teixeira Barbosa,"PONTES, Y. H. G",2022,Os efeitos de diferentes intensidades e tipos de exercícios aeróbios sobre a hipotensão pós-exercício em idosos hipertensos - uma revisão de literatura,capitulo,,,,,,,,,,45,origem=planilha_nova | sincronizado_revisao
352,Rafael dos Santos Henrique,"PRAZERES, T. M. P",2026,"Do individual and school characteristics influence the siblings´ resemblance of gross motor coordination among Brazilian youth?. Perceptual and Motor Skills, v. 133, p. e-first, 2026",artigo,Perceptual and Motor Skills,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
353,Leonardo Gomes de Oliveira Luz,"PRAZERES, THALIANE MAYARA PESSÔA DOS",2026,"Do Individual and School Characteristics Influence the Siblings' Resemblance of Gross Motor Coordination Among Brazilian Youth?. PERCEPTUAL AND MOTOR SKILLS, v. 6, p. 1, 2026",artigo,PERCEPTUAL AND MOTOR SKILLS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
354,Daniel da Rocha Queiroz,"QUEIROZ, D. R",2021,"Consumo de álcool e drogas ilícitas e envolvimento de adolescentes em violência física em Pernambuco, Brasil. CADERNOS DE SAÚDE PÚBLICA, v. 37, p. e00050820, 2021",artigo,CADERNOS DE SAÚDE PÚBLICA,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
355,Paulo Felipe Ribeiro Bandeira,"REGO-BARROS, TÉRCIO ARAÚJO DO",2026,"Altersabhängige Unterschiede bei der Leistung in Bezug auf die winkelspezifische Richtungsänderung im Basketball: eine Netzwerkanalyse. German Journal Of Exercise And Sport Research, v. 56, p. 1-9, 2026",artigo,German Journal Of Exercise And Sport Research,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
356,Paulo Felipe Ribeiro Bandeira,"REIS, LUIZA NAUJORKS",2024,"24-hour movement components, cardiorespiratory fitness and cardiometabolic risk in children: a network perspective. INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH, v. 34, p. 1-10, 2024",artigo,INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
357,Rafael dos Santos Henrique,"RESENDE, C. M. M",2024,"Food consumption among adolescents and biological and adiposity outcomes. REVISTA CIÊNCIAS EM SAÚDE, v. 14, p. e1496, 2024",artigo,REVISTA CIÊNCIAS EM SAÚDE,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
358,Clarice Maria de Lucena Martins,"REYES-AMIGO, TOMÁS",2022,"Effects of high-intensity interval training on executive functions in children and adolescents: A Systematic Review and Meta-analysis. Physical Activity Review, v. 10, p. 77-87, 2022",artigo,Physical Activity Review,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
359,Clarice Maria de Lucena Martins,"REYES-AMIGO, TOMÁS",2022,"Effectiveness of High-Intensity Games versus Moderate-Intensity Games on Cardiorespiratory Fitness and Anthropometric Variables in Children. ADVANCES IN PHYSICAL EDUCATION, v. 12, p. 60-74, 2022",artigo,ADVANCES IN PHYSICAL EDUCATION,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
360,Paulo Felipe Ribeiro Bandeira,"RIBEIRO, PRICILA CRISTINA CORREA",2021,"Impactos do avanço da pandemia de COVID-19 na saúde mental de profissionais de saúde. PSICO (PUCRS. ONLINE), v. 52, p. e41302-15, 2021",artigo,ONLINE),,,,,,,,,,origem=planilha_nova | sincronizado_revisao
361,Pedro Pinheiro Paes Neto,"RICARTE, OZIMIKAELE SILVA",2021,"COVID-19 E SUAS CONSEQUÊNCIAS NA RETOMADA DA PRÁTICA DO EXERCÍCIO FÍSICO. EDUCACIÓN FÍSICA Y CIENCIA, v. 23, p. e199, 2021",artigo,EDUCACIÓN FÍSICA Y CIENCIA,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
362,Paulo Felipe Ribeiro Bandeira,"RITER, H",2024,"Changes in children’s pattern of digital media use and parental variables during the COVID-19 pandemic. Escritos de Psicología - Psychological Writings, v. 17, p. 84-95, 2024",artigo,Escritos de Psicología - Psychological Writings,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
363,Daniel da Rocha Queiroz,"ROCHA, K. B. S",2026,"Factors associated with meeting the recommendations for physical activity, sedentary behavior, and sleep in adolescents: a cross-sectional study",artigo,REVISTA PAULISTA DE PEDIATRIA (ONLINE),,,19840462,10.1590/1984-0462/2026/44/2025027,,Scopus (SJR),,,90,origem=planilha_revisada
364,Tony Meireles dos Santos,"RODRIGUES SANTOS, LUCAS EDUARDO",2026,"Acute Effects of Binaural Beats on Interoception in Individuals WITH Symptoms of Depression. PSYCHOLOGICAL REPORTS, v. 1, p. 1-16, 2026",artigo,PSYCHOLOGICAL REPORTS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
365,Tony Meireles dos Santos,"RODRIGUES, A. I",2023,"Reliability of time to exhaustion above the power output at VOpeak in trained mountain bikers. INTERNATIONAL JOURNAL OF EXERCISE SCIENCE, v. 16, p. 654-664, 2023",artigo,INTERNATIONAL JOURNAL OF EXERCISE SCIENCE,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
366,Daniela Karina da Silva Ferreira,"RODRIGUES, J.D",2022,"FLORINDO, ALEX ANTÔNIO ; CAMINHA, IRAQUITAN DE OLIVEIRA",capitulo,,,,,,,,,,45,origem=planilha_nova | sincronizado_revisao
367,Ozeas de Lima Lins Filho,"SAAVEDRA, J. M",2025,"Exercise Interventions in Obstructive Sleep Apnea: Program Features and Clinical Benefits. Current Pulmonology Reports, v. 14, p. 14-31, 2025",artigo,Current Pulmonology Reports,,,21992428,10.1007/s13665-025-00396-x,,Web of Science (JCR),1.0,Q4,90,origem=planilha_revisada
368,André dos Santos Costa,"SACRAMENTO, H. S",2024,"Sodium Nitrate Improves Oxidative Energy Contribution and Reduces Phosphocreatine Contribution During High-Intensity Intermitent Exercise. RESEARCH QUARTERLY FOR EXERCISE AND SPORT, v. 1, p. 1-6, 2024",artigo,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,,,02701367,10.1080/02701367.2025.2515968,,Web of Science (JCR); Scopus (SJR),1.6,Q3,90,origem=planilha_nova | sincronizado_revisao
369,Eduardo Zapaterra Campos,"SACRAMENTO, HENRIQUE SILVA",2024,"Sodium Nitrate Improves Oxidative Energy Contribution and Reduces Phosphocreatine Contribution During High-Intensity Intermittent Exercise. RESEARCH QUARTERLY FOR EXERCISE AND SPORT, v. 96, p. 1-6, 2024",artigo,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,,,02701367,10.1080/02701367.2025.2515968,,Web of Science (JCR); Scopus (SJR),1.6,Q3,90,origem=planilha_nova | sincronizado_revisao
370,Leonardo Gomes de Oliveira Luz,"SALAMI, S",2024,"Associations between biological maturation, chronological age, body mass index, sex, and motor competence in prepubertal children: a network analysis. Children-Basel, v. 11, p. 1-14, 2024",artigo,Children-Basel,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
371,Paulo Felipe Ribeiro Bandeira,"SALAMI, S",2024,"Associations between Biological Maturation, Chronological Age, Body Mass Index, Sex, and Motor Competence in Prepubertal Children: A Network Analysis. Children-Basel, v. 11, p. 1-14, 2024",artigo,Children-Basel,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
372,Paulo Felipe Ribeiro Bandeira,"SALAMI, S",2021,"The Test of Gross Motor Development-Third Edition: A Bifactor Model, Dimensionality, and Measurement Invariance. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, p. 1-16, 2021",artigo,,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
373,Paulo Felipe Ribeiro Bandeira,"SALAMI, S",2023,"The Körperkoordinations Test Für Kinder for Iranian Youth: Factor Structure, Measurement Invariance, and Covariates. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 11, p. 1-23, 2023",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
374,Clarice Maria de Lucena Martins,"SALAMI, SEDIGHEH",2023,"Investigating the Construct Validity and Reliability of the Test of Motor Competence Across Iranians? Lifespan. PERCEPTUAL AND MOTOR SKILLS, v. 1, p. 003151252311526, 2023",artigo,PERCEPTUAL AND MOTOR SKILLS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
375,Clarice Maria de Lucena Martins,"SALAMI, SEDIGHEH",2023,"The Körperkoordinations Test Für Kinder for Iranian Youth: Factor Structure, Measurement Invariance, and Covariates. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 11, p. 165-187, 2023",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
376,Paulo Felipe Ribeiro Bandeira,"SALAMI, SEDIGHEH",2023,"Investigating the Construct Validity and Reliability of the Test of Motor Competence Across Iranians? Lifespan. PERCEPTUAL AND MOTOR SKILLS, v. 1, p. 003151252311526-22, 2023",artigo,PERCEPTUAL AND MOTOR SKILLS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
377,Daniel da Rocha Queiroz,"SANTIAGO, LADYODEYSE C.S",2022,"Effects of Strength Training on Sleep Parameters of Adolescents: A Randomized Controlled Trial. JOURNAL OF STRENGTH AND CONDITIONING RESEARCH, v. 36, p. 1222-1227, 2022",artigo,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,,,15334287,10.1519/jsc.0000000000005346,,Web of Science (JCR); Scopus (SJR),3.0,Q1,90,origem=planilha_nova | sincronizado_revisao
378,Pedro Pinheiro Paes Neto,"SANTO, RUDÁ GONÇALVES",2023,"Pain, discomfort and psychobiological factors in wheelchair tennis athletes following COVID-19 lockdowns",artigo,Advances in Rehabilitation,,,17344948,10.5114/areh.2025.153216,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
379,Paulo Felipe Ribeiro Bandeira,"SANTOS, A. K. S",2025,"The Acute Effects of Walking With Blood Flow Restriction on Learning of a Visuomotor Tracking Task. PERCEPTUAL AND MOTOR SKILLS, v. 132, p. 1-19, 2025",artigo,PERCEPTUAL AND MOTOR SKILLS,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
380,Clarice Maria de Lucena Martins,"SANTOS, ARILENE MARIA DA SILVA",2021,"ARE THERE DIFFERENCES BETWEEN MALE AND FEMALE BADMINTON ATHLETES IN SLEEP, PHYSICAL ACTIVITY AND SEDENTARY TIME?. REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (ONLINE), v. 27, p. 174-178, 2021",artigo,REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (ONLINE),,,,,,,,,,origem=planilha_nova | sincronizado_revisao
381,Vilde Gomes de Menezes,"SANTOS, E. L",2025,Integration of cyberculture in physical education courses at federal universities in Northeastern Brazil,artigo,JOURNAL OF PHYSICAL EDUCATION (ONLINE),,,24482455,10.4025/jphyseduc.v36i1.3607,,Scopus (SJR),,,90,origem=planilha_revisada
382,Paulo Roberto Cavalcanti Carvalho,"SANTOS, J. C. F",2023,"Efeitos de um treinamento de força e combinado em idosos com hipertensão arterial. REVISTA BRASILEIRA DE PRESCRIÇÃO E FISIOLOGIA DO EXERCÍCIO, v. 17, p. 55-61, 2023",artigo,REVISTA BRASILEIRA DE PRESCRIÇÃO E FISIOLOGIA DO EXERCÍCIO,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
383,Paulo Roberto Cavalcanti Carvalho,"SANTOS, J. C. F",2022,"Efeitos do treinamento de força muscular e da alimentação sobre indicados antropométricos em idosos de ambos os sexos. REVISTA BRASILEIRA DE OBESIDADE, NUTRIÇÃO E EMAGRECIMENTO, v. 16, p. 344-352, 2022",artigo,"REVISTA BRASILEIRA DE OBESIDADE, NUTRIÇÃO E EMAGRECIMENTO",,,,,,,,,,origem=planilha_nova | sincronizado_revisao
384,Paulo Roberto Cavalcanti Carvalho,"SANTOS, J. C. F",2023,"Perfil epidemiológico, nível de atividade física durante a pandemia de Covid-19 de indivíduos de uma Universidade Pública de Recife/PE. REVISTA BAIANA DE SAÚDE PÚBLICA (ONLINE), v. 47, p. 01-13, 2023",artigo,REVISTA BAIANA DE SAÚDE PÚBLICA (ONLINE),,,,,,,,,,origem=planilha_nova | sincronizado_revisao
385,Paulo Roberto Cavalcanti Carvalho,"SANTOS, JOSÉ CRISTIANO FAUSTINO DOS",2025,"Análise da composição corporal de mulheres com obesidade na fila de bariátrica após 1 ano da prática regular de exercício físico. REVISTA ELETRÔNICA ACERVO EM SAÚDE, v. 25, p. e21090, 2025",artigo,REVISTA ELETRÔNICA ACERVO EM SAÚDE,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
386,Tony Meireles dos Santos,"SANTOS, L. E. R",2023,"Entropy of Heart Rate on Self-Selected Interval Exercises in Older Women. INTERNATIONAL JOURNAL OF EXERCISE SCIENCE, v. 16, p. 525-537-537, 2023",artigo,INTERNATIONAL JOURNAL OF EXERCISE SCIENCE,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
387,André dos Santos Costa,"SANTOS, L. E. R",2021,"Effects of Self-Selected Passive Recovery Time in Interval Exercise on Perceptual and Heart Rate Responses in Older Women: A Promissory Approach. JOURNAL OF AGING AND PHYSICAL ACTIVITY, v. 1, p. 1-11, 2021",artigo,JOURNAL OF AGING AND PHYSICAL ACTIVITY,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
388,Tony Meireles dos Santos,"SANTOS, LUCAS EDUARDO RODRIGUES",2021,"Effects of Self-Selected Passive Recovery Time in Interval Exercise on Perceptual and Heart Rate Responses in Older Women: A Promissory Approach. JOURNAL OF AGING AND PHYSICAL ACTIVITY, v. 11, p. 1-11, 2021",artigo,JOURNAL OF AGING AND PHYSICAL ACTIVITY,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
389,Tony Meireles dos Santos,"SANTOS, LUCAS EDUARDO RODRIGUES",2023,"Reliability of the Heartbeat Tracking Task to Assess Interoception. APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK, v. xx, p. xx, 2023",artigo,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
390,Lucas Eduardo Rodrigues dos Santos,"SANTOS, T. M",2025,"Intrinsic judgment error in men?s championship world surf league: WSL 2021. Retos-Nuevas Tendencias En Educacion Fisica Deporte Y Recreacion, v. 64, p. 311-321, 2025",artigo,Retos-Nuevas Tendencias En Educacion Fisica Deporte Y Recreacion,,,,,,,,,,origem=planilha_nova | sincronizado_revisao
391,Tony Meireles dos Santos,"SANTOS, TONY M",2023,"SANTOS, TONY M.; TINOCO, G",capitulo,,,,,,,,,,45,origem=planilha_nova | sincronizado_revisao
392,Lucas Eduardo Rodrigues dos Santos,"SANTOS, TONY MEIRELES",2023,"SANTOS, TONY MEIRELES ; TINOCO, G",capitulo,,,,,,,,,,45,origem=planilha_nova | sincronizado_revisao
393,Tony Meireles dos Santos,"SANTOS, TONY MEIRELES",2025,Intrinsic judgment error in men?s championship world surf league: WSL 2021,artigo,RETOS,,,19882041,10.47197/retos.v72.113173,,Web of Science (JCR); Scopus (SJR),1.6,Q2,90,origem=planilha_nova | sincronizado_revisao
394,Pedro Pinheiro Paes Neto,"SANTOS, WLALDEMIR ROBERTO",2025,"Injuries in Female Soccer Athletes: Risk of Injury Across Different Phases of the Menstrual Cycle. RESEARCH QUARTERLY FOR EXERCISE AND SPORT, v. 1, p. 1-8, 2025",artigo,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,,,02701367,10.1080/02701367.2025.2515968,,Web of Science (JCR); Scopus (SJR),1.6,Q3,90,origem=planilha_revisada
395,Pedro Pinheiro Paes Neto,"SANTOS, WLALDEMIR ROBERTO DOS",2022,"Impact of strength training on bone mineral density in HIV-positive patients. FISIOTERAPIA EM MOVIMENTO, v. 35, p. 1-7, 2022",artigo,FISIOTERAPIA EM MOVIMENTO,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
396,Clarice Maria de Lucena Martins,"SATO, JOÃO RICARDO",2023,"A Novel Exploratory Graph-Based Analytical Tool for Functional Near-Infrared Spectroscopy in Naturalistic Experiments: An Illustrative Application in Typically Developing Children. BRAIN SCIENCES, v. 13, p. 905, 2023",artigo,BRAIN SCIENCES,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
397,Clarice Maria de Lucena Martins,"SCARABOTTOLO, CATARINA COVOLO",2022,"Association between Different Domains of Sedentary Behavior and Health-Related Quality of Life in Adults: A Longitudinal Study. International Journal of Environmental Research and Public Health, v. 19, p. 16389, 2022",artigo,International Journal of Environmental Research and Public Health,,,16604601,10.3390/ijerph23020221,,Web of Science (JCR); Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
398,Ozeas de Lima Lins Filho,"SCHMITZ, E. P. C. R",2021,DIETA ENTERAL ARTESANAL PARA CRIANÇAS: UMA REVISÃO INTEGRATIVA,artigo,REVISTA PAULISTA DE PEDIATRIA (ONLINE),,,19840462,10.1590/1984-0462/2026/44/2025027,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
399,Rafael dos Santos Henrique,"SILVA JUNIOR, E. V",2021,"Anthropometry and body composition of elite Brazilian soccer players according to the playing position. HEALTH SCIENCE JOURNAL, v. 15, p. 1-6, 2021",artigo,HEALTH SCIENCE JOURNAL,,,,,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
400,Paulo Roberto Cavalcanti Carvalho,"SILVA, B. A",2023,The influence of overweight on postural balance and mobility of candidates for bariatric surgery,artigo,Revista Brasileira de Cineantropometria e Desempenho Humano,,,19800037,10.1590/1980-0037.2025v27e89829,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
401,André dos Santos Costa,"SILVA, B. A. B",2023,The influence of overweight on postural balance and mobility of candidates for bariatric surgery,artigo,Revista Brasileira de Cineantropometria e Desempenho Humano,,,19800037,10.1590/1980-0037.2025v27e89829,,Scopus (SJR),,,90,origem=planilha_nova | sincronizado_revisao
